"hardware","algorithm","process","size (bytes)","time (s)","throughput (kB/s)","throughput (GB/s)"
vps,sha256,encryption,1024,3,191256.58,0.19125657999999998
vps,sha256,encryption,8192,3,210182.14,0.21018214000000002
vps,sha256,encryption,16384,3,211582.98,0.21158298
vps,sha256,encryption,16,3,31052.1,0.0310521
vps,sha256,encryption,64,3,77230.93,0.07723092999999999
vps,sha256,encryption,256,3,148820.99,0.14882099
vps,sha256,encryption,1024,3,191603.37,0.19160337
vps,sha256,encryption,8192,3,207415.98,0.20741598
vps,sha256,encryption,16384,3,210933.08,0.21093308
vps,sha256,encryption,16,3,30653.89,0.03065389
vps,sha256,encryption,64,3,77754.69,0.07775469
vps,sha256,encryption,256,3,148877.74,0.14887773999999998
vps,sha256,encryption,1024,3,191039.49,0.19103948999999998
vps,sha256,encryption,8192,3,210001.92,0.21000192
vps,sha256,encryption,16384,3,211233.45,0.21123345000000002
vps,sha256,encryption,16,3,30913.63,0.03091363
vps,sha256,encryption,64,3,77428.57,0.07742857
vps,sha256,encryption,256,3,148805.29,0.14880529
vps,sha256,encryption,1024,3,191708.16,0.19170816000000002
vps,sha256,encryption,8192,3,209291.95,0.20929195
vps,sha256,encryption,16384,3,211244.37,0.21124437
vps,sha256,encryption,16,3,30456.11,0.03045611
vps,sha256,encryption,64,3,77778.69,0.07777869
vps,sha256,encryption,256,3,147278.59,0.14727859
vps,sha256,encryption,1024,3,189580.63,0.18958063
vps,sha256,encryption,8192,3,209685.16,0.20968516
vps,sha256,encryption,16384,3,211479.21,0.21147921
vps,sha256,encryption,16,3,30708.47,0.03070847
vps,sha256,encryption,64,3,77892.12,0.07789212
vps,sha256,encryption,256,3,148116.65,0.14811665
vps,sha256,encryption,1024,3,191483.22,0.19148322
vps,sha256,encryption,8192,3,209603.24,0.20960324
vps,sha256,encryption,16384,3,211692.2,0.21169220000000002
vps,sha256,encryption,16,3,30749.69,0.03074969
vps,sha256,encryption,64,3,77479.55,0.07747955000000001
vps,sha256,encryption,256,3,147630.51,0.14763051000000002
vps,sha256,encryption,1024,3,191717.72,0.19171772
vps,sha256,encryption,8192,3,209616.9,0.2096169
vps,sha256,encryption,16384,3,211621.21,0.21162121
vps,sha256,encryption,16,3,30788.03,0.030788029999999997
vps,sha256,encryption,64,3,77899.43,0.07789942999999999
vps,sha256,encryption,256,3,148922.54,0.14892254000000002
vps,sha256,encryption,1024,3,191731.71,0.19173171
vps,sha256,encryption,8192,3,209532.25,0.20953225
vps,sha256,encryption,16384,3,211555.67,0.21155567
vps,sha256,encryption,16,3,31160.36,0.03116036
vps,sha256,encryption,64,3,77963.29,0.07796328999999999
vps,sha256,encryption,256,3,148776.79,0.14877679000000002
vps,sha256,encryption,1024,3,188393.47,0.18839347
vps,sha256,encryption,8192,3,210004.65,0.21000465
vps,sha256,encryption,16384,3,211424.6,0.21142460000000002
vps,sha256,encryption,16,3,30802.25,0.03080225
vps,sha256,encryption,64,3,77863.06,0.07786306
vps,sha256,encryption,256,3,148687.27,0.14868726999999998
vps,sha256,encryption,1024,3,191502.34,0.19150234
vps,sha256,encryption,8192,3,209993.73,0.20999373000000002
vps,sha256,encryption,16384,3,209993.73,0.20999373000000002
vps,sha256,encryption,16,3,31050.62,0.031050619999999998
vps,sha256,encryption,64,3,77708.78,0.07770878
vps,sha256,encryption,256,3,148940.63,0.14894063000000002
vps,sha256,encryption,1024,3,191766.53,0.19176653
vps,sha256,encryption,8192,3,210113.88,0.21011388
vps,sha256,encryption,16384,3,211522.9,0.21152289999999999
vps,sha256,encryption,16,3,31199.49,0.031199490000000003
vps,sha256,encryption,64,3,77646.55,0.07764655000000001
vps,sha256,encryption,256,3,148174.85,0.14817485
vps,sha256,encryption,1024,3,191454.89,0.19145489000000002
vps,sha256,encryption,8192,3,210206.72,0.21020672
vps,sha256,encryption,16384,3,211539.29,0.21153929000000002
vps,sha256,encryption,16,3,31108.09,0.03110809
vps,sha256,encryption,64,3,77300.37,0.07730037
vps,sha256,encryption,256,3,148094.63,0.14809463
vps,sha256,encryption,1024,3,191752.53,0.19175253
vps,sha256,encryption,8192,3,209950.04,0.20995004
vps,sha256,encryption,16384,3,211632.13,0.21163213
vps,sha256,encryption,16,3,31114.13,0.03111413
vps,sha256,encryption,64,3,77894.76,0.07789476
vps,sha256,encryption,256,3,147871.57,0.14787157
vps,sha256,encryption,1024,3,190205.61,0.19020561
vps,sha256,encryption,8192,3,209884.5,0.2098845
vps,sha256,encryption,16384,3,211326.29,0.21132629
vps,sha256,encryption,16,3,30654.13,0.03065413
vps,sha256,encryption,64,3,77779.35,0.07777935000000001
vps,sha256,encryption,256,3,148032.6,0.14803260000000001
vps,sha256,encryption,1024,3,191425.19,0.19142519
vps,sha256,encryption,8192,3,207781.89,0.20778189000000002
vps,sha256,encryption,16384,3,210569.78,0.21056978
vps,sha256,encryption,16,3,31102.94,0.03110294
vps,sha256,encryption,64,3,77062.29,0.07706228999999999
vps,sha256,encryption,256,3,148112.04,0.14811204
vps,sha256,encryption,1024,3,191598.93,0.19159893
vps,sha256,encryption,8192,3,209829.89,0.20982989000000002
vps,sha256,encryption,16384,3,211577.51,0.21157751
vps,sha256,encryption,16,3,30625.26,0.030625259999999998
vps,sha256,encryption,64,3,75527.72,0.07552772
vps,sha256,encryption,256,3,148014.34,0.14801434
vps,sha256,encryption,1024,3,191560.7,0.1915607
vps,sha256,encryption,8192,3,209182.72,0.20918272
vps,sha256,encryption,16384,3,211457.37,0.21145737
vps,sha256,encryption,16,3,31060.2,0.0310602
vps,sha256,encryption,64,3,77984.19,0.07798419000000001
vps,sha256,encryption,256,3,147459.58,0.14745957999999998
vps,sha256,encryption,1024,3,191627.95,0.19162795000000002
vps,sha256,encryption,8192,3,209627.82,0.20962782000000002
vps,sha256,encryption,16384,3,210441.56,0.21044156
vps,sha256,encryption,16,3,31178.27,0.03117827
vps,sha256,encryption,64,3,77668.07,0.07766807
vps,sha256,encryption,256,3,148473.69,0.14847369
vps,sha256,encryption,1024,3,191580.5,0.1915805
vps,sha256,encryption,8192,3,208707.58,0.20870757999999998
vps,sha256,encryption,16384,3,211528.36,0.21152836
vps,sha512,encryption,16,3,21846.7,0.0218467
vps,sha512,encryption,64,3,87430.21,0.08743021000000001
vps,sha512,encryption,256,3,152786.35,0.15278635000000002
vps,sha512,encryption,1024,3,229594.79,0.22959479000000002
vps,sha512,encryption,8192,3,270254.08,0.27025408
vps,sha512,encryption,16384,3,270958.59,0.27095859
vps,sha512,encryption,16,3,21799.65,0.02179965
vps,sha512,encryption,64,3,87567.81,0.08756781
vps,sha512,encryption,256,3,154450.77,0.15445077
vps,sha512,encryption,1024,3,231298.05,0.23129804999999998
vps,sha512,encryption,8192,3,270873.94,0.27087394
vps,sha512,encryption,16384,3,274229.93,0.27422993
vps,sha512,encryption,16,3,21709.72,0.021709720000000002
vps,sha512,encryption,64,3,86979.16,0.08697916
vps,sha512,encryption,256,3,152974.93,0.15297492999999998
vps,sha512,encryption,1024,3,229302.27,0.22930227
vps,sha512,encryption,8192,3,270669.14,0.27066914000000003
vps,sha512,encryption,16384,3,274437.46,0.27443746
vps,sha512,encryption,16,3,21771.4,0.0217714
vps,sha512,encryption,64,3,87484.42,0.08748442
vps,sha512,encryption,256,3,154611.2,0.1546112
vps,sha512,encryption,1024,3,231273.13,0.23127313
vps,sha512,encryption,8192,3,270942.21,0.27094221
vps,sha512,encryption,16384,3,273536.34,0.27353634000000004
vps,sha512,encryption,16,3,21535.19,0.02153519
vps,sha512,encryption,64,3,87096.83,0.08709683
vps,sha512,encryption,256,3,154145.71,0.15414571
vps,sha512,encryption,1024,3,229216.6,0.2292166
vps,sha512,encryption,8192,3,268148.74,0.26814874
vps,sha512,encryption,16384,3,274104.32,0.27410432
vps,sha512,encryption,16,3,21596.96,0.02159696
vps,sha512,encryption,64,3,87178.88,0.08717888
vps,sha512,encryption,256,3,154358.1,0.1543581
vps,sha512,encryption,1024,3,231173.8,0.23117379999999998
vps,sha512,encryption,8192,3,269792.6,0.2697926
vps,sha512,encryption,16384,3,269626.03,0.26962603
vps,sha512,encryption,16,3,21830.86,0.02183086
vps,sha512,encryption,64,3,87537.88,0.08753788
vps,sha512,encryption,256,3,153857.45,0.15385745
vps,sha512,encryption,1024,3,231041.71,0.23104170999999998
vps,sha512,encryption,8192,3,268866.9,0.2688669
vps,sha512,encryption,16384,3,273618.26,0.27361826
vps,sha512,encryption,16,3,21873.24,0.021873240000000002
vps,sha512,encryption,64,3,87172.27,0.08717227000000001
vps,sha512,encryption,256,3,154471.68,0.15447168
vps,sha512,encryption,1024,3,227516.76,0.22751676
vps,sha512,encryption,8192,3,270718.29,0.27071829
vps,sha512,encryption,16384,3,274251.78,0.27425178
vps,sha512,encryption,16,3,21864.42,0.02186442
vps,sha512,encryption,64,3,87056.32,0.08705632
vps,sha512,encryption,256,3,153522.35,0.15352235
vps,sha512,encryption,1024,3,231105.54,0.23110554
vps,sha512,encryption,8192,3,267916.63,0.26791663
vps,sha512,encryption,16384,3,274366.46,0.27436646000000003
vps,sha512,encryption,16,3,21871.13,0.021871130000000003
vps,sha512,encryption,64,3,87433.17,0.08743317
vps,sha512,encryption,256,3,153731.75,0.15373175
vps,sha512,encryption,1024,3,229926.91,0.22992691
vps,sha512,encryption,8192,3,270827.52,0.27082752000000004
vps,sha512,encryption,16384,3,274115.24,0.27411524
vps,sha512,encryption,16,3,21781.32,0.02178132
vps,sha512,encryption,64,3,86572.44,0.08657244
vps,sha512,encryption,256,3,154388.39,0.15438839000000001
vps,sha512,encryption,1024,3,230748.84,0.23074883999999998
vps,sha512,encryption,8192,3,267220.31,0.26722031
vps,sha512,encryption,16384,3,271035.05,0.27103505
vps,sha512,encryption,16,3,21865.26,0.021865259999999997
vps,sha512,encryption,64,3,87455.25,0.08745525
vps,sha512,encryption,256,3,152727.13,0.15272713000000002
vps,sha512,encryption,1024,3,231029.42,0.23102942
vps,sha512,encryption,8192,3,270893.06,0.27089306
vps,sha512,encryption,16384,3,271564.8,0.2715648
vps,sha512,encryption,16,3,21628.57,0.02162857
vps,sha512,encryption,64,3,86515.97,0.08651597
vps,sha512,encryption,256,3,154199.47,0.15419947
vps,sha512,encryption,1024,3,231114.07,0.23111407
vps,sha512,encryption,8192,3,270871.21,0.27087121000000003
vps,sha512,encryption,16384,3,271728.64,0.27172864
vps,sha512,encryption,16,3,21621.96,0.02162196
vps,sha512,encryption,64,3,87424.45,0.08742445
vps,sha512,encryption,256,3,153631.83,0.15363183
vps,sha512,encryption,1024,3,231114.07,0.23111407
vps,sha512,encryption,8192,3,270835.71,0.27083571
vps,sha512,encryption,16384,3,274459.31,0.27445931
vps,sha512,encryption,16,3,21861.25,0.02186125
vps,sha512,encryption,64,3,87572.33,0.08757233
vps,sha512,encryption,256,3,153912.66,0.15391266
vps,sha512,encryption,1024,3,231263.91,0.23126391000000002
vps,sha512,encryption,8192,3,268129.62,0.26812962
vps,sha512,encryption,16384,3,269653.33,0.26965333
vps,sha512,encryption,16,3,21525.07,0.02152507
vps,sha512,encryption,64,3,86976.36,0.08697636
vps,sha512,encryption,256,3,154393.6,0.1543936
vps,sha512,encryption,1024,3,230167.55,0.23016755
vps,sha512,encryption,8192,3,270761.98,0.27076197999999996
vps,sha512,encryption,16384,3,274197.16,0.27419716
vps,sha512,encryption,16,3,21890.31,0.02189031
vps,sha512,encryption,64,3,87552.34,0.08755233999999999
vps,sha512,encryption,256,3,154423.3,0.15442329999999999
vps,sha512,encryption,1024,3,231310.34,0.23131034
vps,sha512,encryption,8192,3,270958.59,0.27095859
vps,sha512,encryption,16384,3,271668.57,0.27166857
vps,sha512,encryption,16,3,21852.11,0.02185211
vps,sha512,encryption,64,3,87234.37,0.08723436999999999
vps,sha512,encryption,256,3,151691.43,0.15169143
vps,sha512,encryption,1024,3,231241.05,0.23124104999999998
vps,sha512,encryption,8192,3,270644.57,0.27064457000000003
vps,sha512,encryption,16384,3,271253.5,0.2712535
vps,sha512,encryption,16,3,21742.45,0.02174245
vps,sha512,encryption,64,3,87469.78,0.08746978
vps,sha512,encryption,256,3,154261.76,0.15426176
vps,sha512,encryption,1024,3,231140.01,0.23114001
vps,sha512,encryption,8192,3,270666.41,0.27066640999999997
vps,sha512,encryption,16384,3,273421.65,0.27342165
vps,sha512,encryption,16,3,21888.2,0.0218882
vps,sha512,encryption,64,3,87114.09,0.08711408999999999
vps,sha512,encryption,256,3,152505.66,0.15250566000000002
vps,sha512,encryption,1024,3,230915.41,0.23091541000000002
vps,sha512,encryption,8192,3,268424.53,0.26842453000000005
vps,sha512,encryption,16384,3,274344.62,0.27434462
server,aes-256-gcm,encryption,16,3,310995.46,0.31099546
server,aes-256-gcm,encryption,64,3,827128.3,0.8271283
server,aes-256-gcm,encryption,256,3,1503596.12,1.50359612
server,aes-256-gcm,encryption,1024,3,2238745.94,2.23874594
server,aes-256-gcm,encryption,8192,3,2658194.77,2.65819477
server,aes-256-gcm,encryption,16384,3,2696926.55,2.6969265499999997
server,aes-256-gcm,decryption,16,3,262473.18,0.26247318
server,aes-256-gcm,decryption,64,3,855747.16,0.8557471600000001
server,aes-256-gcm,decryption,256,3,1777735.68,1.77773568
server,aes-256-gcm,decryption,1024,3,2409996.63,2.4099966299999998
server,aes-256-gcm,decryption,8192,3,2684616.7,2.6846167000000003
server,aes-256-gcm,decryption,16384,3,2710579.88,2.71057988
server,aes-256-gcm,encryption,16,3,310995.94,0.31099594
server,aes-256-gcm,encryption,64,3,825813.5,0.8258135
server,aes-256-gcm,encryption,256,3,1503904.68,1.50390468
server,aes-256-gcm,encryption,1024,3,2238794.07,2.23879407
server,aes-256-gcm,encryption,8192,3,2644800.85,2.64480085
server,aes-256-gcm,encryption,16384,3,2697401.69,2.69740169
server,aes-256-gcm,decryption,16,3,261679.35,0.26167935000000003
server,aes-256-gcm,decryption,64,3,857118.89,0.85711889
server,aes-256-gcm,decryption,256,3,1777779.37,1.7777793700000002
server,aes-256-gcm,decryption,1024,3,2410130.77,2.41013077
server,aes-256-gcm,decryption,8192,3,2684613.97,2.68461397
server,aes-256-gcm,decryption,16384,3,2708537.34,2.70853734
server,aes-256-gcm,encryption,16,3,310742.4,0.31074240000000003
server,aes-256-gcm,encryption,64,3,778443.2,0.7784432
server,aes-256-gcm,encryption,256,3,1468872.62,1.4688726200000002
server,aes-256-gcm,encryption,1024,3,2238655.49,2.23865549
server,aes-256-gcm,encryption,8192,3,2657711.45,2.6577114500000003
server,aes-256-gcm,encryption,16384,3,2694796.63,2.69479663
server,aes-256-gcm,decryption,16,3,261539.14,0.26153914
server,aes-256-gcm,decryption,64,3,856703.32,0.8567033199999999
server,aes-256-gcm,decryption,256,3,1777541.21,1.7775412099999999
server,aes-256-gcm,decryption,1024,3,2408444.93,2.4084449300000004
server,aes-256-gcm,decryption,8192,3,2684138.84,2.6841388399999997
server,aes-256-gcm,decryption,16384,3,2710050.13,2.71005013
server,aes-256-gcm,encryption,16,3,310938.61,0.31093861
server,aes-256-gcm,encryption,64,3,826833.17,0.82683317
server,aes-256-gcm,encryption,256,3,1502705.41,1.50270541
server,aes-256-gcm,encryption,1024,3,2232872.28,2.2328722799999996
server,aes-256-gcm,encryption,8192,3,2657569.45,2.65756945
server,aes-256-gcm,encryption,16384,3,2694927.7,2.6949277
server,aes-256-gcm,decryption,16,3,261971.0,0.261971
server,aes-256-gcm,decryption,64,3,855834.92,0.85583492
server,aes-256-gcm,decryption,256,3,1762392.92,1.76239292
server,aes-256-gcm,decryption,1024,3,2409398.61,2.4093986099999998
server,aes-256-gcm,decryption,8192,3,2684455.59,2.68445559
server,aes-256-gcm,decryption,16384,3,2710295.89,2.7102958900000003
server,aes-256-gcm,encryption,16,3,311345.51,0.31134551
server,aes-256-gcm,encryption,64,3,826860.65,0.82686065
server,aes-256-gcm,encryption,256,3,1502965.16,1.50296516
server,aes-256-gcm,encryption,1024,3,2238310.06,2.23831006
server,aes-256-gcm,encryption,8192,3,2656646.49,2.6566464900000004
server,aes-256-gcm,encryption,16384,3,2696953.86,2.69695386
server,aes-256-gcm,decryption,16,3,262750.7,0.2627507
server,aes-256-gcm,decryption,64,3,808134.95,0.8081349499999999
server,aes-256-gcm,decryption,256,3,1777645.23,1.77764523
server,aes-256-gcm,decryption,1024,3,2408583.17,2.40858317
server,aes-256-gcm,decryption,8192,3,2679835.31,2.67983531
server,aes-256-gcm,decryption,16384,3,2710967.64,2.7109676400000002
server,aes-256-gcm,encryption,16,3,310965.38,0.31096538
server,aes-256-gcm,encryption,64,3,826664.09,0.82666409
server,aes-256-gcm,encryption,256,3,1500764.84,1.50076484
server,aes-256-gcm,encryption,1024,3,2239726.59,2.23972659
server,aes-256-gcm,encryption,8192,3,2659453.61,2.65945361
server,aes-256-gcm,encryption,16384,3,2689870.51,2.68987051
server,aes-256-gcm,decryption,16,3,262009.5,0.2620095
server,aes-256-gcm,decryption,64,3,855773.03,0.85577303
server,aes-256-gcm,decryption,256,3,1683345.07,1.68334507
server,aes-256-gcm,decryption,1024,3,2409703.42,2.40970342
server,aes-256-gcm,decryption,8192,3,2685998.42,2.6859984199999998
server,aes-256-gcm,decryption,16384,3,2709913.6,2.7099136
server,aes-256-gcm,encryption,16,3,311029.69,0.31102969
server,aes-256-gcm,encryption,64,3,827217.43,0.82721743
server,aes-256-gcm,encryption,256,3,1504145.92,1.50414592
server,aes-256-gcm,encryption,1024,3,2239268.18,2.2392681800000003
server,aes-256-gcm,encryption,8192,3,2658560.68,2.6585606800000003
server,aes-256-gcm,encryption,16384,3,2695659.52,2.69565952
server,aes-256-gcm,decryption,16,3,261428.95,0.26142895
server,aes-256-gcm,decryption,64,3,857421.16,0.85742116
server,aes-256-gcm,decryption,256,3,1778722.47,1.77872247
server,aes-256-gcm,decryption,1024,3,2410206.21,2.41020621
server,aes-256-gcm,decryption,8192,3,2681989.8,2.6819897999999998
server,aes-256-gcm,decryption,16384,3,2706478.42,2.70647842
server,aes-256-gcm,encryption,16,3,310912.13,0.31091213
server,aes-256-gcm,encryption,64,3,817161.26,0.81716126
server,aes-256-gcm,encryption,256,3,1501455.62,1.5014556200000002
server,aes-256-gcm,encryption,1024,3,2239655.25,2.23965525
server,aes-256-gcm,encryption,8192,3,2658855.59,2.65885559
server,aes-256-gcm,encryption,16384,3,2696019.97,2.69601997
server,aes-256-gcm,decryption,16,3,261769.08,0.26176908
server,aes-256-gcm,decryption,64,3,856992.9,0.8569929000000001
server,aes-256-gcm,decryption,256,3,1776776.7,1.7767766999999999
server,aes-256-gcm,decryption,1024,3,2403281.24,2.40328124
server,aes-256-gcm,decryption,8192,3,2681883.31,2.68188331
server,aes-256-gcm,decryption,16384,3,2707608.92,2.7076089199999998
server,aes-256-gcm,encryption,16,3,311466.73,0.31146672999999997
server,aes-256-gcm,encryption,64,3,827379.46,0.82737946
server,aes-256-gcm,encryption,256,3,1502525.78,1.50252578
server,aes-256-gcm,encryption,1024,3,2238789.63,2.23878963
server,aes-256-gcm,encryption,8192,3,2653500.76,2.6535007599999996
server,aes-256-gcm,encryption,16384,3,2695604.91,2.69560491
server,aes-256-gcm,decryption,16,3,261595.4,0.2615954
server,aes-256-gcm,decryption,64,3,855549.08,0.85554908
server,aes-256-gcm,decryption,256,3,1777782.36,1.77778236
server,aes-256-gcm,decryption,1024,3,2408039.42,2.4080394199999997
server,aes-256-gcm,decryption,8192,3,2684958.04,2.68495804
server,aes-256-gcm,decryption,16384,3,2709007.02,2.70900702
server,aes-256-gcm,encryption,16,3,310867.41,0.31086740999999996
server,aes-256-gcm,encryption,64,3,826970.39,0.82697039
server,aes-256-gcm,encryption,256,3,1502797.48,1.50279748
server,aes-256-gcm,encryption,1024,3,2240819.88,2.24081988
server,aes-256-gcm,encryption,8192,3,2658041.86,2.65804186
server,aes-256-gcm,encryption,16384,3,2695342.76,2.69534276
server,aes-256-gcm,decryption,16,3,261628.92,0.26162892
server,aes-256-gcm,decryption,64,3,780896.13,0.78089613
server,aes-256-gcm,decryption,256,3,1778766.59,1.77876659
server,aes-256-gcm,decryption,1024,3,2410938.37,2.41093837
server,aes-256-gcm,decryption,8192,3,2684731.39,2.68473139
server,aes-256-gcm,decryption,16384,3,2708684.8,2.7086848
server,aes-256-gcm,encryption,16,3,310929.94,0.31092994
server,aes-256-gcm,encryption,64,3,758046.04,0.7580460400000001
